URL,Title,Price_Raw,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État
https://www.avito.ma/fr/hay_targa/voitures_d_occasion/Volkswagen_Polo_Essence_Automatique_2012_57210122.htm,Volkswagen Polo Essence Automatique 2012,90 000 DH,2012,Automatique,Essence,95000,Volkswagen,Polo,5,,Oui,8 CV,Très bon
https://www.avito.ma/fr/ville_verte/voitures_d_occasion/BMW_X5_W_Maroc_Heritage_Pack_M_Full_Black_57258882.htm,BMW X5 W Maroc Heritage Pack M Full Black,Demander le prix,2022,Automatique,Diesel,68000,BMW,X5,5,WW au Maroc,Oui,8 CV,Neuf
https://www.avito.ma/fr/sidi_moumen/voitures_d_occasion/Audi_Q5_sportback___Sline___57321053.htm,Audi Q5 sportback ( Sline ),Demander le prix,2022,Automatique,Diesel,35000,Audi,Q5,5,Dédouanée,Oui,7 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Range_Rover_Sport_emport%C3%A9_neuf_mod%C3%A8le_fin_2016_56708927.htm,Range Rover Sport emporté neuf modèle fin 2016,345 000 DH,2016,Automatique,Diesel,150000,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Excellent
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_Q7_automatique_57210578.htm,Audi Q7 automatique,225 000 DH,2016,Automatique,Diesel,200000,Audi,Q7,5,WW au Maroc,Oui,12 CV,Excellent
https://www.avito.ma/fr/riyad/voitures_d_occasion/Peugeot_508_excellent_%C3%A9tat_57051335.htm,Peugeot 508 excellent état,140 000 DH,2018,Manuelle,Diesel,280000,Peugeot,508,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/hay_laymouna/voitures_d_occasion/BMW_S%C3%A9rie_1_Diesel_Automatique_2021_%C3%A0_Casablanca_57057323.htm,BMW Série 1 Diesel Automatique 2021 à Casablanca,325 000 DH,2021,Automatique,Diesel,75000,BMW,Série 1,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2022_%C3%A0_Agadir_57162621.htm,Audi Q3 Diesel Automatique 2022 à Agadir,Demander le prix,2022,Automatique,Diesel,45000,Audi,Q3,5,WW au Maroc,Oui,8 CV,Neuf
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Groupe_frigorifique_Webasto_50262763.htm,Groupe frigorifique Webasto,Demander le prix,2017,Manuelle,Diesel,100000,Dacia,Dokker,5,WW au Maroc,Oui,5 CV,Neuf
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/GT_Speed_first_%C3%A9dition_56870346.htm,GT Speed first édition,Demander le prix,2025,Automatique,Essence,0,Bentley,Continental,3,Importée neuve,Oui,23 CV,Neuf
https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Skoda_Kodiaq_2024_7_places_56981364.htm,Skoda Kodiaq 2024 7 places,Demander le prix,2024,Automatique,Diesel,30000,Skoda,Kodiaq,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Mercedes_Classe_E300de_hybride_diesel_54160203.htm,Mercedes Classe E300de hybride diesel,Demander le prix,2025,Automatique,Hybride,0,Mercedes-Benz,Classe E,5,Importée neuve,Oui,8 CV,Neuf
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Range_rover_hybride_essence_P460_56300289.htm,Range rover hybride essence P460,Demander le prix,2025,Automatique,Hybride,0,Land Rover,Range Rover,5,Importée neuve,Oui,16 CV,Neuf
https://www.avito.ma/fr/larache/voitures_d_occasion/Porsche_Panamera_56562840.htm,Porsche Panamera,Demander le prix,2014,Automatique,Diesel,140000,Porsche,Panamera,5,WW au Maroc,Non,12 CV,Très bon
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stepway_2020_57312932.htm,Stepway 2020,135 000 DH,2020,Manuelle,Diesel,110000,Dacia,Sandero,5,,Oui,6 CV,Excellent
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Cupra_Formentor_Diesel_Automatique_2024_%C3%A0_Rabat_57245193.htm,Cupra Formentor Diesel Automatique 2024 à Rabat,390 000 DH,2024,Automatique,Diesel,50000,Cupra,Formentor,5,WW au Maroc,Oui,8 CV,Bon
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Q8_import_neuf_56584490.htm,Q8 import neuf,Demander le prix,2025,Automatique,Diesel,0,Audi,Q8,5,Importée neuve,Oui,12 CV,Neuf
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Range_Rover_sport_dynamique_2016_56498161.htm,Range Rover sport dynamique 2016,Demander le prix,2016,Automatique,Diesel,150000,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,12 CV,Très bon
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___JEEP_Compass___2025_57290189.htm,Stellantis - JEEP Compass - 2025,345 000 DH,2025,Automatique,Essence,8,Jeep,Compass,,,,8 CV,
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_Tipo_Diesel_Manuelle_2024_%C3%A0_Temara_57099994.htm,Fiat Tipo Diesel Manuelle 2024 à Temara,168 000 DH,2024,Manuelle,Diesel,35000,Fiat,Tipo,5,WW au Maroc,Non,5 CV,Bon
https://www.avito.ma/fr/maarif/voitures_d_occasion/Ford_Focus_Diesel_Automatique_2022_%C3%A0_Casablanca_57137440.htm,Ford Focus Diesel Automatique 2022 à Casablanca,205 000 DH,2022,Automatique,Diesel,30000,Ford,Focus,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Jeep_Grand_Cherokee_Diesel_Automatique_2019_57309812.htm,Jeep Grand Cherokee Diesel Automatique 2019,228 000 DH,2019,Automatique,Diesel,132000,Jeep,Grand Cherokee,3,WW au Maroc,Oui,12 CV,Excellent
https://www.avito.ma/fr/centre/voitures_d_occasion/Dacia_Dokker_Diesel_Manuelle_2019_%C3%A0_F%C3%A8s_56739289.htm,Dacia Dokker Diesel Manuelle 2019 à Fès,99 000 DH,2019,Manuelle,Diesel,140000,Dacia,Dokker,3,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/quartier_du_soleil/voitures_d_occasion/Duster_manuelle_57122343.htm,Duster manuelle,169 000 DH,2022,Manuelle,Diesel,95000,Dacia,Duster,5,WW au Maroc,,6 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/BMW_S%C3%A9rie_3_Diesel_Automatique_2021_%C3%A0_Rabat_57215494.htm,BMW Série 3 Diesel Automatique 2021 à Rabat,310 000 DH,2021,Automatique,Diesel,95000,BMW,Série 3,,,,8 CV,Excellent
https://www.avito.ma/fr/californie/voitures_d_occasion/Classe_E_300_hybride_import%C3%A9e_accepte_reprise_56644408.htm,Classe E 300 hybride importée accepte reprise,580 000 DH,2022,Automatique,Hybride,80000,Mercedes-Benz,Classe E,5,Importée neuve,Oui,9 CV,Excellent
https://www.avito.ma/fr/souissi/voitures_d_occasion/Mercedes_Classe_C220d_amg_line_plus_2022_56745062.htm,Mercedes Classe C220d amg line plus 2022,Demander le prix,2022,Automatique,Diesel,110000,Mercedes-Benz,Classe C,5,Importée neuve,Oui,8 CV,Excellent
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Opel_Combo_%C3%A9tat_9_1%C3%A8re_main_57156899.htm,Opel Combo état 9 1ère main,159 000 DH,2023,Manuelle,Diesel,90000,Opel,Combo,5,WW au Maroc,Oui,6 CV,Neuf
https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_Benz_Classe_CLA_220d_Pack_Amg_57307536.htm,Mercedes-Benz Classe CLA 220d Pack Amg,Demander le prix,2017,Automatique,Diesel,90000,Mercedes-Benz,Classe CLA,5,WW au Maroc,Non,8 CV,Excellent
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Astra_cosmos_Automatique_toit_57295709.htm,Astra cosmos Automatique toit,Demander le prix,2021,Automatique,Diesel,90000,Opel,Astra,5,WW au Maroc,Oui,7 CV,Excellent
https://www.avito.ma/fr/agdal/voitures_d_occasion/Hyundai_I20_Mod%C3%A8le_2023_55782828.htm,Hyundai I20 Modèle 2023,Demander le prix,2023,Automatique,Essence,45000,Hyundai,i20,5,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Alfa_Romeo_Giulietta_Diesel_Manuelle_2015_%C3%A0_Rabat_57296054.htm,Alfa Romeo Giulietta Diesel Manuelle 2015 à Rabat,Demander le prix,2015,Manuelle,Diesel,130000,Alfa Romeo,Giulietta,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/bouskoura_centre/voitures_d_occasion/Stellantis___JEEP_Renegade___2022_56837442.htm,Stellantis - JEEP Renegade - 2022,205 000 DH,2022,Manuelle,Diesel,43000,Jeep,Renegade,,,,6 CV,
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Gla_220d_4Matic_2026_56917544.htm,Gla 220d 4Matic 2026,Demander le prix,2025,Automatique,Diesel,0,Mercedes-Benz,Classe GLA,5,Importée neuve,Oui,8 CV,Neuf
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Rexton_2014_premi%C3%A8re_main_57015233.htm,Rexton 2014 première main,93 000 DH,2014,Automatique,Diesel,150000,Ssangyong,Rexton,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/taboula/voitures_d_occasion/Renault_Espace_Initiale_Paris_56731976.htm,Renault Espace Initiale Paris,227 000 DH,2016,Automatique,Diesel,180000,Renault,Espace,5,Dédouanée,Oui,6 CV,Très bon
https://www.avito.ma/fr/malabata/voitures_d_occasion/Mercedes_Benz_GLE_350_DE_57320839.htm,Mercedes-Benz GLE 350 DE,850 000 DH,2021,Automatique,Hybride,85000,Mercedes-Benz,Classe GLE,5,Importée neuve,,9 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Touareg_toutes_options_tr%C3%A8s_bon_%C3%A9tat_56167032.htm,Touareg toutes options très bon état,149 000 DH,2015,Automatique,Diesel,190000,Volkswagen,Touareg,5,WW au Maroc,Oui,11 CV,Neuf
https://www.avito.ma/fr/abdelmoumen/voitures_d_occasion/audi_a5_56730449.htm,audi a5,200 000 DH,2015,Automatique,Diesel,145609,Audi,A4,5,WW au Maroc,Oui,8 CV,Correct
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Mercedes_Benz_classe_E_coup%C3%A9_Pack_AMG_Line_plus_57180729.htm,Mercedes-Benz classe E coupé Pack AMG Line plus,Demander le prix,2021,Automatique,Diesel,95000,Mercedes-Benz,Classe E,3,Importée neuve,Oui,8 CV,Excellent
https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Honda_CRV_Essence_57207528.htm,Honda CRV Essence,63 000 DH,2004,Automatique,Essence,150000,Honda,CR-V,5,Dédouanée,Oui,11 CV,Neuf
https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Mercedes_Benz_Classe_CLA_Essence_Automatique_2018_57281000.htm,Mercedes-Benz Classe CLA Essence Automatique 2018,260 000 DH,2018,Automatique,Essence,120000,Mercedes-Benz,Classe CLA,5,Dédouanée,Oui,9 CV,Très bon
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Volvo_XC90_2_0_B5_235_AWD_Momentum_57303134.htm,Volvo XC90 2.0 B5 235 AWD Momentum,468 000 DH,2021,Automatique,Diesel,85000,Volvo,XC90,5,WW au Maroc,Oui,8 CV,Très bon
https://www.avito.ma/fr/maarif/voitures_d_occasion/Renault_Espace_7_Places_2017_D%C3%A9douane_2022_57133640.htm,Renault Espace 7 Places 2017 Dédouane 2022,250 000 DH,2017,Manuelle,Diesel,160000,Renault,Espace,5,Dédouanée,Non,6 CV,Excellent
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/CAN_AM_TURBO_RR_54919776.htm,CAN-AM TURBO RR,385 000 DH,2023,Automatique,Essence,5000,Volkswagen,Golf 8,3,Importée neuve,Oui,9 CV,Très bon
https://www.avito.ma/fr/val_d_anfa/voitures_d_occasion/Chery_Tiggo_Essence_Automatique_2024_km_30000_57241076.htm,Chery Tiggo Essence Automatique 2024 km 30000,143 000 DH,2024,Automatique,Essence,30000,Chery,Tiggo 2 Pro,5,WW au Maroc,Oui,9 CV,Neuf
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Porsche_Cayenne_hybride_57149022.htm,Porsche-Cayenne hybride,Demander le prix,2021,Automatique,Hybride,120000,Porsche,Cayenne,5,Importée neuve,Non,17 CV,Excellent
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Golfe6_2012_diwan_2015_52411268.htm,Golfe6 2012 diwan 2015,122 000 DH,2012,Manuelle,Diesel,190000,Volkswagen,Golf 6,3,WW au Maroc,Non,7 CV,Excellent
https://www.avito.ma/fr/californie/voitures_d_occasion/Alfa_Romeo_Stelvio_56332991.htm,Alfa Romeo Stelvio,199 000 DH,2020,Automatique,Diesel,160000,Alfa Romeo,Stelvio,5,WW au Maroc,Non,8 CV,Excellent
https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Dacia_Duster_Diesel_Manuelle_2015_%C3%A0_Casablanca_57327717.htm,Dacia Duster Diesel Manuelle 2015 à Casablanca,127 000 DH,2015,Manuelle,Diesel,130000,Dacia,Duster,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/gu%C3%A9liz/voitures_d_occasion/Mitsubishi_Lancer_53741867.htm,Mitsubishi Lancer,47 000 DH,2008,Manuelle,Essence,200000,Mitsubishi,Lancer,5,WW au Maroc,Non,7 CV,Très bon
https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Toyota_CHR_HYBRID_1ER_MAIN_57002512.htm,Toyota CHR HYBRID 1ER MAIN,Demander le prix,2020,Automatique,Hybride,75000,Toyota,C-HR,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Range_rover_%C3%89voque_prestige_57330804.htm,Range rover Évoque prestige,Demander le prix,2017,Automatique,Diesel,140000,Land Rover,Range Rover,5,WW au Maroc,Oui,9 CV,Excellent
https://www.avito.ma/fr/anfa/voitures_d_occasion/Land_Rover_Defender_Diesel_Automatique_2023_55739559.htm,Land Rover Defender Diesel Automatique 2023,820 000 DH,2023,Automatique,Diesel,20000,Land Rover,Defender,3,WW au Maroc,Oui,12 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Creta_d%C3%A9cembre_2016_57282491.htm,Creta décembre 2016,143 000 DH,2016,Manuelle,Diesel,140000,Hyundai,Creta,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Mercedes_Benz_200_Diesel_Automatique_2020_%C3%A0_Sal%C3%A9_57166483.htm,Mercedes-Benz 200 Diesel Automatique 2020 à Salé,Demander le prix,2020,Automatique,Diesel,100000,Mercedes-Benz,200,,WW au Maroc,Oui,8 CV,Bon
https://www.avito.ma/fr/agdal/voitures_d_occasion/CARAVELLE_TOURISTIQUE_57306612.htm,CARAVELLE TOURISTIQUE,Demander le prix,2022,Manuelle,Diesel,160000,Volkswagen,Caravelle,5,WW au Maroc,Oui,9 CV,Excellent
https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Citro%C3%ABn_C_%C3%89lys%C3%A9e_2019_TOP_57306543.htm,Citroën C Élysée 2019 TOP,107 000 DH,2019,Manuelle,Diesel,120000,Citroën,C-Elysée,5,,Oui,6 CV,Excellent
https://www.avito.ma/fr/ben_souda/voitures_d_occasion/Citroen_C_Elysee_57269705.htm,Citroen-C-Elysee,129 000 DH,2023,Manuelle,Diesel,85000,Citroën,C-Elysée,,WW au Maroc,Oui,6 CV,
https://www.avito.ma/fr/agdal/voitures_d_occasion/Range_Rover_Sport_V6_Autobiography_57207518.htm,Range Rover Sport V6 Autobiography,295 000 DH,2016,Automatique,Diesel,200000,Land Rover,Range Rover Sport,5,Importée neuve,,12 CV,Très bon
https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Dacia_Duster_manuel_56221586.htm,Dacia Duster manuel,Demander le prix,2022,Manuelle,Diesel,80000,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Renault_Clio_Diesel_Manuelle_2021_%C3%A0_Casablanca_57079902.htm,Renault Clio Diesel Manuelle 2021 à Casablanca,123 000 DH,2021,Manuelle,Diesel,160000,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/annakhil/voitures_d_occasion/Mercedes_Benz_Classe_G_800_Brabus_56954145.htm,Mercedes-Benz Classe G 800 Brabus,Demander le prix,2022,Automatique,Essence,20000,Mercedes-Benz,Classe G,5,Pas encore dédouanée,Oui,23 CV,Très bon
https://www.avito.ma/fr/maarif/voitures_d_occasion/Land_Rover_Range_Rover_Sport_Diesel_Automatique_56902480.htm,Land Rover Range Rover Sport Diesel Automatique,Demander le prix,2016,Automatique,Diesel,180000,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Excellent
https://www.avito.ma/fr/el_houda/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2021_%C3%A0_Agadir_57166078.htm,Audi Q3 Diesel Automatique 2021 à Agadir,Demander le prix,2021,Automatique,Diesel,120000,Audi,Q3,5,Dédouanée,Oui,8 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Tiguan_D%C3%A9douan%C3%A9_177CH_A_Vendre__Toute_Option__57205853.htm,Tiguan Dédouané 177CH A Vendre (Toute Option),255 000 DH,2015,Automatique,Diesel,170000,Volkswagen,Tiguan,5,Dédouanée,Non,8 CV,Très bon
https://www.avito.ma/fr/marjane_2/voitures_d_occasion/Seat_Mii_by_Mango_57268648.htm,Seat Mii by Mango,85 000 DH,2017,Manuelle,Essence,100000,Seat,Mii,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Gle_350_de_nouveau_mod%C3%A8le_facelift_2025_53646540.htm,Gle 350 de nouveau modèle facelift 2025,Demander le prix,2025,Automatique,Hybride,0,Mercedes-Benz,Classe GLE,5,Importée neuve,Oui,12 CV,Neuf
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Toyota_Corolla_Hybride_expertis%C3%A9e_avec_financement_57276637.htm,Toyota Corolla Hybride expertisée avec financement,205 000 DH,2022,Automatique,Hybride,70000,Toyota,Corolla,5,WW au Maroc,Oui,10 CV,Très bon
https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_RSQ3_57072079.htm,Audi RSQ3,638 000 DH,2022,Automatique,Essence,65000,Audi,Q3,5,Importée neuve,Oui,14 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Audi_A4_expertis%C3%A9e_avec_financement_57298906.htm,Audi A4 expertisée avec financement,300 000 DH,2020,Automatique,Diesel,110000,Audi,A4,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Jaguar_E_Pace_2_0_i4D_150_AWD_S_57303155.htm,Jaguar E-Pace 2.0 i4D 150 AWD S,265 000 DH,2018,Automatique,Diesel,50000,Jaguar,E-Pace,5,WW au Maroc,Oui,8 CV,Très bon
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Land_Rover_Range_Rover_Diesel_Automatique_2018_56708122.htm,Land Rover Range Rover Diesel Automatique 2018,Demander le prix,2018,Automatique,Diesel,75000,Land Rover,Range Rover,5,WW au Maroc,Non,12 CV,Très bon
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Jeep_Compass_57339638.htm,Jeep Compass,295 000 DH,2022,Automatique,Essence,53000,Jeep,Compass,5,WW au Maroc,Non,8 CV,Excellent
https://www.avito.ma/fr/maarif/voitures_d_occasion/Bentley_Bentayga_Essence_2017_55777691.htm,Bentley Bentayga Essence 2017,Demander le prix,2017,Automatique,Essence,50000,Bentley,Bentayga,5,Importée neuve,,34 CV,Neuf
https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_EQS_450_Plus_%C3%89lectrique_56986895.htm,Mercedes EQS 450 Plus Électrique,Demander le prix,2023,Automatique,Electrique,45000,Mercedes-Benz,EQS,5,Dédouanée,Oui,17 CV,Excellent
https://www.avito.ma/fr/souissi/voitures_d_occasion/Volvo_S60_Hybrid_T8_rechargeable_INSCRIPTION_57197655.htm,Volvo S60 Hybrid T8 rechargeable INSCRIPTION,400 000 DH,2022,Automatique,Hybride,35000,Volvo,S60,5,WW au Maroc,Oui,11 CV,Excellent
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Volkswagen_t_roc_finition_sport_57290753.htm,Volkswagen t-roc finition sport,Demander le prix,2023,Automatique,Diesel,110000,Volkswagen,T-Roc,5,WW au Maroc,Non,8 CV,Excellent
https://www.avito.ma/fr/hassan/voitures_d_occasion/Citroen_C3_Aircross_2022_54725857.htm,Citroen C3 Aircross 2022,Demander le prix,2022,Automatique,Diesel,120000,Citroën,C3,5,WW au Maroc,Non,6 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/BMW_X1_Diesel_Automatique_2019_%C3%A0_Rabat_56704100.htm,BMW X1 Diesel Automatique 2019 à Rabat,Demander le prix,2019,Automatique,Diesel,110000,BMW,X1,5,WW au Maroc,Non,8 CV,Très bon
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Mercedes_Benz_Classe_c_220d_pack_AMG_56001923.htm,Mercedes-Benz Classe c 220d pack AMG,Demander le prix,2021,Automatique,Diesel,80000,Mercedes-Benz,Classe C,5,Importée neuve,Oui,9 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Renault_Kadjar_2020_Intense_56988778.htm,Renault Kadjar 2020 Intense,197 000 DH,2020,Manuelle,Diesel,110000,Renault,Kadjar,,WW au Maroc,Oui,6 CV,Neuf
https://www.avito.ma/fr/quartier_du_soleil/voitures_d_occasion/3008_Allure_56478593.htm,3008 Allure,Demander le prix,2023,Automatique,Diesel,15000,Peugeot,3008,5,WW au Maroc,Oui,6 CV,Neuf
https://www.avito.ma/fr/aarid/voitures_d_occasion/Porsche_Macan_56362950.htm,Porsche Macan,Demander le prix,2020,Automatique,Essence,90000,Porsche,Macan,5,WW au Maroc,Non,11 CV,Très bon
https://www.avito.ma/fr/marjane_2/voitures_d_occasion/Ford_Mondeo_2012_57042748.htm,Ford Mondeo 2012,89 000 DH,2012,Manuelle,Diesel,200000,Ford,Mondeo,5,WW au Maroc,Non,8 CV,Très bon
https://www.avito.ma/fr/ben_souda/voitures_d_occasion/Dacia_Sandero_57198906.htm,Dacia-Sandero,168 000 DH,2024,Manuelle,Diesel,30,Dacia,Sandero,,WW au Maroc,Oui,6 CV,
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Jaguar_XE_mod%C3%A8le_2019_R_sport_57327654.htm,Jaguar XE modèle 2019 R sport,238 000 DH,2019,Automatique,Diesel,106000,Jaguar,XE,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/a%C3%AFn_chock/voitures_d_occasion/Mercedes_Benz_Classe_G800_Essence_Automatique_2022_56712030.htm,Mercedes-Benz Classe G800 Essence Automatique 2022,Demander le prix,2022,Automatique,Essence,35000,Mercedes-Benz,Classe G,5,Importée neuve,Oui,27 CV,Très bon
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Kia_Seltos_1_5_CRDi_115_GT_line_50307488.htm,Kia Seltos 1.5 CRDi 115 GT line,259 000 DH,2021,Automatique,Diesel,80000,Kia,Seltos,5,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/2_mars/voitures_d_occasion/Porsche_Cayenne_52460187.htm,Porsche Cayenne,Demander le prix,2019,Automatique,Essence,100000,Porsche,Cayenne,5,Importée neuve,Oui,16 CV,Neuf
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Volkswagen_Tiguan_Diesel_toute_options_57167043.htm,Volkswagen Tiguan Diesel toute options,275 000 DH,2020,Automatique,Diesel,170000,Volkswagen,Tiguan,5,,Non,8 CV,Excellent
https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Audi_A6_diesel_Automatique_57079328.htm,Audi A6 diesel Automatique,69 000 DH,2008,Automatique,Diesel,250000,Audi,A6,5,WW au Maroc,Non,11 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/_HYUNDAI_TUCSON_Diesel_Automatique_2025_56628460.htm,HYUNDAI TUCSON Diesel Automatique 2025,400 000 DH,2025,Automatique,Diesel,35000,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Bon
https://www.avito.ma/fr/targa/voitures_d_occasion/Audi_A4_2L_TDI_57342598.htm,Audi A4 2L TDI,212 000 DH,2017,Automatique,Diesel,189000,Audi,A4,5,Importée neuve,Oui,8 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Land_Rover_Range_Rover_Evoque_Diesel_Automatique_56757564.htm,Land Rover Range Rover Evoque Diesel Automatique,Demander le prix,2018,Automatique,Diesel,140000,Land Rover,Range Rover Evoque,5,WW au Maroc,,8 CV,Très bon
https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Jeep_wrangler_plus_8cv_M_2021_km_80000_original_51792018.htm,Jeep wrangler plus 8cv M 2021 km 80000 original,358 000 DH,2021,Automatique,Diesel,79000,Jeep,Wrangler,5,WW au Maroc,Oui,8 CV,Excellent
https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Touareg_turbo_V6_57300388.htm,Touareg turbo V6,165 000 DH,2017,Automatique,Diesel,250000,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Bon
https://www.avito.ma/fr/quartier_du_soleil/voitures_d_occasion/Picanto_manuelle_57283425.htm,Picanto manuelle,100 000 DH,2022,Manuelle,Essence,95000,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Renault_Clio_Campus_2013_56457402.htm,Renault Clio Campus 2013,Demander le prix,2013,Manuelle,Essence,130000,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent
https://www.avito.ma/fr/jawhara/voitures_d_occasion/Skoda_Karoq_Sportline_parfait_%C3%A9tat_Diwana_56736951.htm,Skoda Karoq Sportline parfait état Diwana,283 000 DH,2020,Manuelle,Diesel,180000,Skoda,Karoq,5,Dédouanée,Oui,6 CV,Excellent
https://www.avito.ma/fr/derb_ghallef/voitures_d_occasion/Volkswagen_Golf_8_R_Line_57298090.htm,Volkswagen Golf 8 R-Line,365 000 DH,2021,Automatique,Diesel,100000,Volkswagen,Golf 8,,Dédouanée,Oui,8 CV,Excellent
https://www.avito.ma/fr/ma%C3%A2rif_extension/voitures_d_occasion/DFSK_Glory_IX5_Essence_9cv_Automatique_neuf_57239906.htm,DFSK Glory IX5 Essence 9cv Automatique neuf,148 000 DH,2021,Automatique,Essence,115000,DFSK,Glory IX5,5,WW au Maroc,Oui,9 CV,Excellent
https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/BMW_S%C3%A9rie_3___88_000km__2016_%C3%A0_Rabat_57325516.htm,BMW Série 3 88.000km 2016 à Rabat,225 000 DH,2016,Automatique,Diesel,88000,BMW,Série 3,5,WW au Maroc,Oui,8 CV,Excellent
